Mod:Item:MetaData, Localized Name
miscutils:crushedCentrifugedNichromite, Centrifuged Crushed Nichromite Ore
miscutils:crushedPurifiedNichromite, Purified Crushed Nichromite Ore
miscutils:dustImpureNichromite, Impure Nichromite Dust
miscutils:dustPureNichromite, Purified Nichromite Dust
miscutils:itemDustTitanite, Titanite Dust
miscutils:itemDustSmallTitanite, Small Pile of Titanite Dust
miscutils:itemDustTinyTitanite, Tiny Pile of Titanite Dust
miscutils:crushedTitanite, Crushed Titanite Ore
miscutils:crushedCentrifugedTitanite, Centrifuged Crushed Titanite Ore
miscutils:crushedPurifiedTitanite, Purified Crushed Titanite Ore
miscutils:dustImpureTitanite, Impure Titanite Dust
miscutils:dustPureTitanite, Purified Titanite Dust
miscutils:itemDustZimbabweite, Zimbabweite Dust
miscutils:itemDustSmallZimbabweite, Small Pile of Zimbabweite Dust
miscutils:itemDustTinyZimbabweite, Tiny Pile of Zimbabweite Dust
miscutils:crushedZimbabweite, Crushed Zimbabweite Ore
miscutils:crushedCentrifugedZimbabweite, Centrifuged Crushed Zimbabweite Ore
miscutils:crushedPurifiedZimbabweite, Purified Crushed Zimbabweite Ore
miscutils:dustImpureZimbabweite, Impure Zimbabweite Dust
miscutils:dustPureZimbabweite, Purified Zimbabweite Dust
miscutils:itemDustZirconolite, Zirconolite Dust
miscutils:itemDustSmallZirconolite, Small Pile of Zirconolite Dust
miscutils:itemDustTinyZirconolite, Tiny Pile of Zirconolite Dust
miscutils:crushedZirconolite, Crushed Zirconolite Ore
miscutils:crushedCentrifugedZirconolite, Centrifuged Crushed Zirconolite Ore
miscutils:crushedPurifiedZirconolite, Purified Crushed Zirconolite Ore
miscutils:dustImpureZirconolite, Impure Zirconolite Dust
miscutils:dustPureZirconolite, Purified Zirconolite Dust
miscutils:itemDustGadoliniteCe, Gadolinite (Ce) Dust
miscutils:itemDustSmallGadoliniteCe, Small Pile of Gadolinite (Ce) Dust
miscutils:itemDustTinyGadoliniteCe, Tiny Pile of Gadolinite (Ce) Dust
miscutils:crushedGadoliniteCe, Crushed Gadolinite (Ce) Ore
miscutils:crushedCentrifugedGadoliniteCe, Centrifuged Crushed Gadolinite (Ce) Ore
miscutils:crushedPurifiedGadoliniteCe, Purified Crushed Gadolinite (Ce) Ore
miscutils:dustImpureGadoliniteCe, Impure Gadolinite (Ce) Dust
miscutils:dustPureGadoliniteCe, Purified Gadolinite (Ce) Dust
miscutils:itemDustGadoliniteY, Gadolinite (Y) Dust
miscutils:itemDustSmallGadoliniteY, Small Pile of Gadolinite (Y) Dust
miscutils:itemDustTinyGadoliniteY, Tiny Pile of Gadolinite (Y) Dust
miscutils:crushedGadoliniteY, Crushed Gadolinite (Y) Ore
miscutils:crushedCentrifugedGadoliniteY, Centrifuged Crushed Gadolinite (Y) Ore
miscutils:crushedPurifiedGadoliniteY, Purified Crushed Gadolinite (Y) Ore
miscutils:dustImpureGadoliniteY, Impure Gadolinite (Y) Dust
miscutils:dustPureGadoliniteY, Purified Gadolinite (Y) Dust
miscutils:itemDustLepersonnite, Lepersonnite Dust
miscutils:itemDustSmallLepersonnite, Small Pile of Lepersonnite Dust
miscutils:itemDustTinyLepersonnite, Tiny Pile of Lepersonnite Dust
miscutils:crushedLepersonnite, Crushed Lepersonnite Ore
miscutils:crushedCentrifugedLepersonnite, Centrifuged Crushed Lepersonnite Ore
miscutils:crushedPurifiedLepersonnite, Purified Crushed Lepersonnite Ore
miscutils:dustImpureLepersonnite, Impure Lepersonnite Dust
miscutils:dustPureLepersonnite, Purified Lepersonnite Dust
miscutils:itemDustSamarskiteY, Samarskite (Y) Dust
miscutils:itemDustSmallSamarskiteY, Small Pile of Samarskite (Y) Dust
miscutils:itemDustTinySamarskiteY, Tiny Pile of Samarskite (Y) Dust
miscutils:crushedSamarskiteY, Crushed Samarskite (Y) Ore
miscutils:crushedCentrifugedSamarskiteY, Centrifuged Crushed Samarskite (Y) Ore
miscutils:crushedPurifiedSamarskiteY, Purified Crushed Samarskite (Y) Ore
miscutils:dustImpureSamarskiteY, Impure Samarskite (Y) Dust
miscutils:dustPureSamarskiteY, Purified Samarskite (Y) Dust
miscutils:itemDustSamarskiteYb, Samarskite (Yb) Dust
miscutils:itemDustSmallSamarskiteYb, Small Pile of Samarskite (Yb) Dust
miscutils:itemDustTinySamarskiteYb, Tiny Pile of Samarskite (Yb) Dust
miscutils:crushedSamarskiteYb, Crushed Samarskite (Yb) Ore
miscutils:crushedCentrifugedSamarskiteYb, Centrifuged Crushed Samarskite (Yb) Ore
miscutils:crushedPurifiedSamarskiteYb, Purified Crushed Samarskite (Yb) Ore
miscutils:dustImpureSamarskiteYb, Impure Samarskite (Yb) Dust
miscutils:dustPureSamarskiteYb, Purified Samarskite (Yb) Dust
miscutils:itemDustXenotime, Xenotime Dust
miscutils:itemDustSmallXenotime, Small Pile of Xenotime Dust
miscutils:itemDustTinyXenotime, Tiny Pile of Xenotime Dust
miscutils:crushedXenotime, Crushed Xenotime Ore
miscutils:crushedCentrifugedXenotime, Centrifuged Crushed Xenotime Ore
miscutils:crushedPurifiedXenotime, Purified Crushed Xenotime Ore
miscutils:dustImpureXenotime, Impure Xenotime Dust
miscutils:dustPureXenotime, Purified Xenotime Dust
miscutils:itemDustYttriaite, Yttriaite Dust
miscutils:itemDustSmallYttriaite, Small Pile of Yttriaite Dust
miscutils:itemDustTinyYttriaite, Tiny Pile of Yttriaite Dust
miscutils:crushedYttriaite, Crushed Yttriaite Ore
miscutils:crushedCentrifugedYttriaite, Centrifuged Crushed Yttriaite Ore
miscutils:crushedPurifiedYttriaite, Purified Crushed Yttriaite Ore
miscutils:dustImpureYttriaite, Impure Yttriaite Dust
miscutils:dustPureYttriaite, Purified Yttriaite Dust
miscutils:itemDustYttrialite, Yttrialite Dust
miscutils:itemDustSmallYttrialite, Small Pile of Yttrialite Dust
miscutils:itemDustTinyYttrialite, Tiny Pile of Yttrialite Dust
miscutils:crushedYttrialite, Crushed Yttrialite Ore
miscutils:crushedCentrifugedYttrialite, Centrifuged Crushed Yttrialite Ore
miscutils:crushedPurifiedYttrialite, Purified Crushed Yttrialite Ore
miscutils:dustImpureYttrialite, Impure Yttrialite Dust
miscutils:dustPureYttrialite, Purified Yttrialite Dust
miscutils:itemDustYttrocerite, Yttrocerite Dust
miscutils:itemDustSmallYttrocerite, Small Pile of Yttrocerite Dust
miscutils:itemDustTinyYttrocerite, Tiny Pile of Yttrocerite Dust
miscutils:crushedYttrocerite, Crushed Yttrocerite Ore
miscutils:crushedCentrifugedYttrocerite, Centrifuged Crushed Yttrocerite Ore
miscutils:crushedPurifiedYttrocerite, Purified Crushed Yttrocerite Ore
miscutils:dustImpureYttrocerite, Impure Yttrocerite Dust
miscutils:dustPureYttrocerite, Purified Yttrocerite Dust
miscutils:itemDustZircon, Zircon Dust
miscutils:itemDustSmallZircon, Small Pile of Zircon Dust
miscutils:itemDustTinyZircon, Tiny Pile of Zircon Dust
miscutils:crushedZircon, Crushed Zircon Ore
miscutils:crushedCentrifugedZircon, Centrifuged Crushed Zircon Ore
miscutils:crushedPurifiedZircon, Purified Crushed Zircon Ore
miscutils:dustImpureZircon, Impure Zircon Dust
miscutils:dustPureZircon, Purified Zircon Dust
miscutils:itemDustPolycrase, Polycrase Dust
miscutils:itemDustSmallPolycrase, Small Pile of Polycrase Dust
miscutils:itemDustTinyPolycrase, Tiny Pile of Polycrase Dust
miscutils:crushedPolycrase, Crushed Polycrase Ore
miscutils:crushedCentrifugedPolycrase, Centrifuged Crushed Polycrase Ore
miscutils:crushedPurifiedPolycrase, Purified Crushed Polycrase Ore
miscutils:dustImpurePolycrase, Impure Polycrase Dust
miscutils:dustPurePolycrase, Purified Polycrase Dust
miscutils:itemDustZircophyllite, Zircophyllite Dust
miscutils:itemDustSmallZircophyllite, Small Pile of Zircophyllite Dust
miscutils:itemDustTinyZircophyllite, Tiny Pile of Zircophyllite Dust
miscutils:crushedZircophyllite, Crushed Zircophyllite Ore
miscutils:crushedCentrifugedZircophyllite, Centrifuged Crushed Zircophyllite Ore
miscutils:crushedPurifiedZircophyllite, Purified Crushed Zircophyllite Ore
miscutils:dustImpureZircophyllite, Impure Zircophyllite Dust
miscutils:dustPureZircophyllite, Purified Zircophyllite Dust
miscutils:itemDustZirkelite, Zirkelite Dust
miscutils:itemDustSmallZirkelite, Small Pile of Zirkelite Dust
miscutils:itemDustTinyZirkelite, Tiny Pile of Zirkelite Dust
miscutils:crushedZirkelite, Crushed Zirkelite Ore
miscutils:crushedCentrifugedZirkelite, Centrifuged Crushed Zirkelite Ore
miscutils:crushedPurifiedZirkelite, Purified Crushed Zirkelite Ore
miscutils:dustImpureZirkelite, Impure Zirkelite Dust
miscutils:dustPureZirkelite, Purified Zirkelite Dust
miscutils:itemDustLanthaniteLa, Lanthanite (La) Dust
miscutils:itemDustSmallLanthaniteLa, Small Pile of Lanthanite (La) Dust
miscutils:itemDustTinyLanthaniteLa, Tiny Pile of Lanthanite (La) Dust
miscutils:crushedLanthaniteLa, Crushed Lanthanite (La) Ore
miscutils:crushedCentrifugedLanthaniteLa, Centrifuged Crushed Lanthanite (La) Ore
miscutils:crushedPurifiedLanthaniteLa, Purified Crushed Lanthanite (La) Ore
miscutils:dustImpureLanthaniteLa, Impure Lanthanite (La) Dust
miscutils:dustPureLanthaniteLa, Purified Lanthanite (La) Dust
miscutils:itemDustLanthaniteCe, Lanthanite (Ce) Dust
miscutils:itemDustSmallLanthaniteCe, Small Pile of Lanthanite (Ce) Dust
miscutils:itemDustTinyLanthaniteCe, Tiny Pile of Lanthanite (Ce) Dust
miscutils:crushedLanthaniteCe, Crushed Lanthanite (Ce) Ore
miscutils:crushedCentrifugedLanthaniteCe, Centrifuged Crushed Lanthanite (Ce) Ore
miscutils:crushedPurifiedLanthaniteCe, Purified Crushed Lanthanite (Ce) Ore
miscutils:dustImpureLanthaniteCe, Impure Lanthanite (Ce) Dust
miscutils:dustPureLanthaniteCe, Purified Lanthanite (Ce) Dust
miscutils:itemDustLanthaniteNd, Lanthanite (Nd) Dust
miscutils:itemDustSmallLanthaniteNd, Small Pile of Lanthanite (Nd) Dust
miscutils:itemDustTinyLanthaniteNd, Tiny Pile of Lanthanite (Nd) Dust
miscutils:crushedLanthaniteNd, Crushed Lanthanite (Nd) Ore
miscutils:crushedCentrifugedLanthaniteNd, Centrifuged Crushed Lanthanite (Nd) Ore
miscutils:crushedPurifiedLanthaniteNd, Purified Crushed Lanthanite (Nd) Ore
miscutils:dustImpureLanthaniteNd, Impure Lanthanite (Nd) Dust
miscutils:dustPureLanthaniteNd, Purified Lanthanite (Nd) Dust
miscutils:itemDustAgarditeY, Agardite (Y) Dust
miscutils:itemDustSmallAgarditeY, Small Pile of Agardite (Y) Dust
miscutils:itemDustTinyAgarditeY, Tiny Pile of Agardite (Y) Dust
miscutils:crushedAgarditeY, Crushed Agardite (Y) Ore
miscutils:crushedCentrifugedAgarditeY, Centrifuged Crushed Agardite (Y) Ore
miscutils:crushedPurifiedAgarditeY, Purified Crushed Agardite (Y) Ore
miscutils:dustImpureAgarditeY, Impure Agardite (Y) Dust
miscutils:dustPureAgarditeY, Purified Agardite (Y) Dust
miscutils:itemDustAgarditeCd, Agardite (Cd) Dust
miscutils:itemDustSmallAgarditeCd, Small Pile of Agardite (Cd) Dust
miscutils:itemDustTinyAgarditeCd, Tiny Pile of Agardite (Cd) Dust
miscutils:crushedAgarditeCd, Crushed Agardite (Cd) Ore
miscutils:crushedCentrifugedAgarditeCd, Centrifuged Crushed Agardite (Cd) Ore
miscutils:crushedPurifiedAgarditeCd, Purified Crushed Agardite (Cd) Ore
miscutils:dustImpureAgarditeCd, Impure Agardite (Cd) Dust
miscutils:dustPureAgarditeCd, Purified Agardite (Cd) Dust
miscutils:itemDustAgarditeLa, Agardite (La) Dust
miscutils:itemDustSmallAgarditeLa, Small Pile of Agardite (La) Dust
miscutils:itemDustTinyAgarditeLa, Tiny Pile of Agardite (La) Dust
miscutils:crushedAgarditeLa, Crushed Agardite (La) Ore
miscutils:crushedCentrifugedAgarditeLa, Centrifuged Crushed Agardite (La) Ore
miscutils:crushedPurifiedAgarditeLa, Purified Crushed Agardite (La) Ore
miscutils:dustImpureAgarditeLa, Impure Agardite (La) Dust
miscutils:dustPureAgarditeLa, Purified Agardite (La) Dust
miscutils:itemDustAgarditeNd, Agardite (Nd) Dust
miscutils:itemDustSmallAgarditeNd, Small Pile of Agardite (Nd) Dust
miscutils:itemDustTinyAgarditeNd, Tiny Pile of Agardite (Nd) Dust
miscutils:crushedAgarditeNd, Crushed Agardite (Nd) Ore
miscutils:crushedCentrifugedAgarditeNd, Centrifuged Crushed Agardite (Nd) Ore
miscutils:crushedPurifiedAgarditeNd, Purified Crushed Agardite (Nd) Ore
miscutils:dustImpureAgarditeNd, Impure Agardite (Nd) Dust
miscutils:dustPureAgarditeNd, Purified Agardite (Nd) Dust
miscutils:itemDustHibonite, Hibonite Dust
miscutils:itemDustSmallHibonite, Small Pile of Hibonite Dust
miscutils:itemDustTinyHibonite, Tiny Pile of Hibonite Dust
miscutils:crushedHibonite, Crushed Hibonite Ore
miscutils:crushedCentrifugedHibonite, Centrifuged Crushed Hibonite Ore
miscutils:crushedPurifiedHibonite, Purified Crushed Hibonite Ore
miscutils:dustImpureHibonite, Impure Hibonite Dust
miscutils:dustPureHibonite, Purified Hibonite Dust
miscutils:itemDustCerite, Cerite Dust
miscutils:itemDustSmallCerite, Small Pile of Cerite Dust
miscutils:itemDustTinyCerite, Tiny Pile of Cerite Dust
miscutils:crushedCerite, Crushed Cerite Ore
miscutils:crushedCentrifugedCerite, Centrifuged Crushed Cerite Ore
miscutils:crushedPurifiedCerite, Purified Crushed Cerite Ore
miscutils:dustImpureCerite, Impure Cerite Dust
miscutils:dustPureCerite, Purified Cerite Dust
miscutils:itemDustFluorcaphite, Fluorcaphite Dust
miscutils:itemDustSmallFluorcaphite, Small Pile of Fluorcaphite Dust
miscutils:itemDustTinyFluorcaphite, Tiny Pile of Fluorcaphite Dust
miscutils:crushedFluorcaphite, Crushed Fluorcaphite Ore
miscutils:crushedCentrifugedFluorcaphite, Centrifuged Crushed Fluorcaphite Ore
miscutils:crushedPurifiedFluorcaphite, Purified Crushed Fluorcaphite Ore
miscutils:dustImpureFluorcaphite, Impure Fluorcaphite Dust
miscutils:dustPureFluorcaphite, Purified Fluorcaphite Dust
miscutils:itemDustFlorencite, Florencite Dust
miscutils:itemDustSmallFlorencite, Small Pile of Florencite Dust
miscutils:itemDustTinyFlorencite, Tiny Pile of Florencite Dust
miscutils:crushedFlorencite, Crushed Florencite Ore
miscutils:crushedCentrifugedFlorencite, Centrifuged Crushed Florencite Ore
miscutils:crushedPurifiedFlorencite, Purified Crushed Florencite Ore
miscutils:dustImpureFlorencite, Impure Florencite Dust
miscutils:dustPureFlorencite, Purified Florencite Dust
miscutils:itemDustCryolite, Cryolite Dust
miscutils:itemDustSmallCryolite, Small Pile of Cryolite Dust
miscutils:itemDustTinyCryolite, Tiny Pile of Cryolite Dust
miscutils:crushedCryolite, Crushed Cryolite Ore
miscutils:crushedCentrifugedCryolite, Centrifuged Crushed Cryolite Ore
miscutils:crushedPurifiedCryolite, Purified Crushed Cryolite Ore
miscutils:dustImpureCryolite, Impure Cryolite Dust
miscutils:dustPureCryolite, Purified Cryolite Dust
miscutils:itemDustLautarite, Lautarite Dust
miscutils:itemDustSmallLautarite, Small Pile of Lautarite Dust
miscutils:itemDustTinyLautarite, Tiny Pile of Lautarite Dust
miscutils:crushedLautarite, Crushed Lautarite Ore
miscutils:crushedCentrifugedLautarite, Centrifuged Crushed Lautarite Ore
miscutils:crushedPurifiedLautarite, Purified Crushed Lautarite Ore
miscutils:dustImpureLautarite, Impure Lautarite Dust
miscutils:dustPureLautarite, Purified Lautarite Dust
miscutils:itemDustLafossaite, Lafossaite Dust
miscutils:itemDustSmallLafossaite, Small Pile of Lafossaite Dust
miscutils:itemDustTinyLafossaite, Tiny Pile of Lafossaite Dust
miscutils:crushedLafossaite, Crushed Lafossaite Ore
miscutils:crushedCentrifugedLafossaite, Centrifuged Crushed Lafossaite Ore
miscutils:crushedPurifiedLafossaite, Purified Crushed Lafossaite Ore
miscutils:dustImpureLafossaite, Impure Lafossaite Dust
miscutils:dustPureLafossaite, Purified Lafossaite Dust
miscutils:itemDustDemicheleiteBr, Demicheleite (Br) Dust
miscutils:itemDustSmallDemicheleiteBr, Small Pile of Demicheleite (Br)
miscutils:itemDustTinyDemicheleiteBr, Tiny Pile of Demicheleite (Br)
miscutils:crushedDemicheleiteBr, Crushed Demicheleite (Br) Ore
miscutils:crushedCentrifugedDemicheleiteBr, Centrifuged Crushed Demicheleite (Br) Ore
miscutils:crushedPurifiedDemicheleiteBr, Purified Crushed Demicheleite (Br) Ore
miscutils:dustImpureDemicheleiteBr, Impure Demicheleite (Br) Dust
miscutils:dustPureDemicheleiteBr, Purified Demicheleite (Br) Dust
miscutils:itemDustComancheite, Comancheite Dust
miscutils:itemDustSmallComancheite, Small Pile of Comancheite Dust
miscutils:itemDustTinyComancheite, Tiny Pile of Comancheite Dust
miscutils:crushedComancheite, Crushed Comancheite Ore
miscutils:crushedCentrifugedComancheite, Centrifuged Crushed Comancheite Ore
miscutils:crushedPurifiedComancheite, Purified Crushed Comancheite Ore
miscutils:dustImpureComancheite, Impure Comancheite Dust
miscutils:dustPureComancheite, Purified Comancheite Dust
miscutils:itemDustPerroudite, Perroudite Dust
miscutils:itemDustSmallPerroudite, Small Pile of Perroudite Dust
miscutils:itemDustTinyPerroudite, Tiny Pile of Perroudite Dust
miscutils:crushedPerroudite, Crushed Perroudite Ore
miscutils:crushedCentrifugedPerroudite, Centrifuged Crushed Perroudite Ore
miscutils:crushedPurifiedPerroudite, Purified Crushed Perroudite Ore
miscutils:dustImpurePerroudite, Impure Perroudite Dust
miscutils:dustPurePerroudite, Purified Perroudite Dust
miscutils:itemDustHoneaite, Honeaite Dust
miscutils:itemDustSmallHoneaite, Small Pile of Honeaite Dust
miscutils:itemDustTinyHoneaite, Tiny Pile of Honeaite Dust
miscutils:crushedHoneaite, Crushed Honeaite Ore
miscutils:crushedCentrifugedHoneaite, Centrifuged Crushed Honeaite Ore
miscutils:crushedPurifiedHoneaite, Purified Crushed Honeaite Ore
miscutils:dustImpureHoneaite, Impure Honeaite Dust
miscutils:dustPureHoneaite, Purified Honeaite Dust
miscutils:itemDustAlburnite, Alburnite Dust
miscutils:itemDustSmallAlburnite, Small Pile of Alburnite Dust
miscutils:itemDustTinyAlburnite, Tiny Pile of Alburnite Dust
miscutils:crushedAlburnite, Crushed Alburnite Ore
miscutils:crushedCentrifugedAlburnite, Centrifuged Crushed Alburnite Ore
miscutils:crushedPurifiedAlburnite, Purified Crushed Alburnite Ore
miscutils:dustImpureAlburnite, Impure Alburnite Dust
miscutils:dustPureAlburnite, Purified Alburnite Dust
miscutils:itemDustMiessiite, Miessiite Dust
miscutils:itemDustSmallMiessiite, Small Pile of Miessiite Dust
miscutils:itemDustTinyMiessiite, Tiny Pile of Miessiite Dust
miscutils:crushedMiessiite, Crushed Miessiite Ore
miscutils:crushedCentrifugedMiessiite, Centrifuged Crushed Miessiite Ore
miscutils:crushedPurifiedMiessiite, Purified Crushed Miessiite Ore
miscutils:dustImpureMiessiite, Impure Miessiite Dust
miscutils:dustPureMiessiite, Purified Miessiite Dust
miscutils:itemDustKashinite, Kashinite Dust
miscutils:itemDustSmallKashinite, Small Pile of Kashinite Dust
miscutils:itemDustTinyKashinite, Tiny Pile of Kashinite Dust
miscutils:crushedKashinite, Crushed Kashinite Ore
miscutils:crushedCentrifugedKashinite, Centrifuged Crushed Kashinite Ore
miscutils:crushedPurifiedKashinite, Purified Crushed Kashinite Ore
miscutils:dustImpureKashinite, Impure Kashinite Dust
miscutils:dustPureKashinite, Purified Kashinite Dust
miscutils:itemDustIrarsite, Irarsite Dust
miscutils:itemDustSmallIrarsite, Small Pile of Irarsite Dust
miscutils:itemDustTinyIrarsite, Tiny Pile of Irarsite Dust
miscutils:crushedIrarsite, Crushed Irarsite Ore
miscutils:crushedCentrifugedIrarsite, Centrifuged Crushed Irarsite Ore
miscutils:crushedPurifiedIrarsite, Purified Crushed Irarsite Ore
miscutils:dustImpureIrarsite, Impure Irarsite Dust
miscutils:dustPureIrarsite, Purified Irarsite Dust
miscutils:itemDustGreenockite, Greenockite Dust
miscutils:itemDustSmallGreenockite, Small Pile of Greenockite Dust
miscutils:itemDustTinyGreenockite, Tiny Pile of Greenockite Dust
miscutils:crushedGreenockite, Crushed Greenockite Ore
miscutils:crushedCentrifugedGreenockite, Centrifuged Crushed Greenockite Ore
miscutils:crushedPurifiedGreenockite, Purified Crushed Greenockite Ore
miscutils:dustImpureGreenockite, Impure Greenockite Dust
miscutils:dustPureGreenockite, Purified Greenockite Dust
miscutils:itemDustBariteRd, Barite (Rd) Dust
miscutils:itemDustSmallBariteRd, Small Pile of Barite (Rd) Dust
miscutils:itemDustTinyBariteRd, Tiny Pile of Barite (Rd) Dust
miscutils:crushedBariteRd, Crushed Barite (Rd) Ore
miscutils:crushedCentrifugedBariteRd, Centrifuged Crushed Barite (Rd) Ore
miscutils:crushedPurifiedBariteRd, Purified Crushed Barite (Rd) Ore
miscutils:dustImpureBariteRd, Impure Barite (Rd) Dust
miscutils:dustPureBariteRd, Purified Barite (Rd) Dust
miscutils:itemDustRadioactiveMineralMix, Strange Dust
miscutils:itemDustSmallRadioactiveMineralMix, Small Pile of Strange Dust
miscutils:itemDustTinyRadioactiveMineralMix, Tiny Pile of Strange Dust
miscutils:crushedRadioactiveMineralMix, Crushed Strange Ore
miscutils:crushedCentrifugedRadioactiveMineralMix, Centrifuged Crushed Strange Ore
miscutils:crushedPurifiedRadioactiveMineralMix, Purified Crushed Strange Ore
miscutils:dustImpureRadioactiveMineralMix, Impure Strange Dust
miscutils:dustPureRadioactiveMineralMix, Purified Strange Dust
miscutils:crushedAncientGranite, Crushed Ancient Granite Ore
miscutils:crushedCentrifugedAncientGranite, Centrifuged Crushed Ancient Granite Ore
miscutils:crushedPurifiedAncientGranite, Purified Crushed Ancient Granite Ore
miscutils:dustImpureAncientGranite, Impure Ancient Granite Dust
miscutils:dustPureAncientGranite, Purified Ancient Granite Dust
miscutils:crushedRunite, Crushed Runite Ore
miscutils:crushedCentrifugedRunite, Centrifuged Crushed Runite Ore
miscutils:crushedPurifiedRunite, Purified Crushed Runite Ore
miscutils:dustImpureRunite, Impure Runite Dust
miscutils:dustPureRunite, Purified Runite Dust
miscutils:itemDrained, Drained Shard
miscutils:itemDustInfusedAir, Infused Air Dust
miscutils:itemDustInfusedFire, Infused Fire Dust
miscutils:itemDustInfusedEarth, Infused Earth Dust
miscutils:itemDustInfusedWater, Infused Water Dust
miscutils:itemDustLithiumCarbonate, Lithium Carbonate Dust
miscutils:itemDustSmallLithiumCarbonate, Small Pile of Lithium Carbonate Dust
miscutils:itemDustTinyLithiumCarbonate, Tiny Pile of Lithium Carbonate Dust
miscutils:itemDustLithiumPeroxide, Lithium Peroxide Dust
miscutils:itemDustSmallLithiumPeroxide, Small Pile of Lithium Peroxide Dust
miscutils:itemDustTinyLithiumPeroxide, Tiny Pile of Lithium Peroxide Dust
miscutils:itemDustLithiumHydroxide, Lithium Hydroxide Dust
miscutils:itemDustSmallLithiumHydroxide, Small Pile of Lithium Hydroxide Dust
miscutils:itemDustTinyLithiumHydroxide, Tiny Pile of Lithium Hydroxide Dust
miscutils:itemDustCalciumHydroxide, Hydrated Lime Dust
miscutils:itemDustSmallCalciumHydroxide, Small Pile of Hydrated Lime Dust
miscutils:itemDustTinyCalciumHydroxide, Tiny Pile of Hydrated Lime Dust
miscutils:itemDustCalciumCarbonate, Calcium Carbonate Dust
miscutils:itemDustSmallCalciumCarbonate, Small Pile of Calcium Carbonate Dust
miscutils:itemDustTinyCalciumCarbonate, Tiny Pile of Calcium Carbonate Dust
miscutils:itemDustGypsum, Calcium Sulfate (Gypsum) Dust
miscutils:itemDustSmallGypsum, Small Pile of Calcium Sulfate (Gypsum) Dust
miscutils:itemDustTinyGypsum, Tiny Pile of Calcium Sulfate (Gypsum) Dust
miscutils:itemDustLi2CO3CaOH2, Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustSmallLi2CO3CaOH2, Small Pile of Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustTinyLi2CO3CaOH2, Tiny Pile of Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustLi2BeF4, Li2BeF4 Fuel Compound Dust
miscutils:itemDustSmallLi2BeF4, Small Pile of Li2BeF4 Fuel Compound Dust
miscutils:itemDustTinyLi2BeF4, Tiny Pile of Li2BeF4 Fuel Compound Dust
miscutils:Li2BeF4, Li2BeF4 Cell
miscutils:itemCircuitLFTR, §aControl Circuit
miscutils:itemBasicTurbine:0, Basic Iron Turbine
miscutils:itemBasicTurbine:1, Basic Bronze Turbine
miscutils:itemZirconiumPellet, Zirconium Pellet [ZrCl₄]
miscutils:itemDustZrCl4, ZrCl4 Dust
miscutils:itemDustSmallZrCl4, Small Pile of ZrCl4 Dust
miscutils:itemDustTinyZrCl4, Tiny Pile of ZrCl4 Dust
miscutils:itemDustCookedZrCl4, Cooked ZrCl4 Dust
miscutils:itemDustSmallCookedZrCl4, Small Pile of Cooked ZrCl4 Dust
miscutils:itemDustTinyCookedZrCl4, Tiny Pile of Cooked ZrCl4 Dust
miscutils:ZirconiumTetrafluoride, Zirconium Tetrafluoride Cell
miscutils:itemDustUN18Fertiliser, UN-18 Fertiliser Dust
miscutils:itemDustSmallUN18Fertiliser, Small Pile of UN-18 Fertiliser Dust
miscutils:itemDustTinyUN18Fertiliser, Tiny Pile of UN-18 Fertiliser Dust
miscutils:itemDustUN32Fertiliser, UN-32 Fertiliser Dust
miscutils:itemDustSmallUN32Fertiliser, Small Pile of UN-32 Fertiliser Dust
miscutils:itemDustTinyUN32Fertiliser, Tiny Pile of UN-32 Fertiliser Dust
miscutils:Fertiliser, Fertiliser Cell
miscutils:UN32Fertiliser, UN-32 Fertiliser Cell
miscutils:UN18Fertiliser, UN-18 Fertiliser Cell
miscutils:RaisinJuice, Raisin Juice Cell
miscutils:MU-metaitem.02:1000, §0Test Item 0
miscutils:MU-metaitem.02:1001, §aTest Item 1
miscutils:MU-metaitem.02:1001, §aTest Item 1
miscutils:MU-metaitem.02:1002, §6Test Item 2
miscutils:MU-metaitem.02:1002, §6Test Item 2
miscutils:MU-metaitem.02:1003, Test Item 3
miscutils:MU-metaitem.02:1003, Test Item 3
miscutils:MU-metaitem.02:1004, §0Test Item 0
miscutils:MU-metaitem.02:1004, §0Test Item 0
miscutils:MU-metaitem.02:1005, §0Test Item 0
miscutils:MU-metaitem.02:1005, §0Test Item 0
miscutils:MU-metatool.01:1000, Simple Hand Pump
miscutils:MU-metatool.01:1001, Advanced Hand Pump
miscutils:MU-metatool.01:1001, Advanced Hand Pump
miscutils:MU-metatool.01:1002, Super Hand Pump
miscutils:MU-metatool.01:1002, Super Hand Pump
miscutils:MU-metatool.01:1003, Ultimate Hand Pump
miscutils:MU-metatool.01:1003, Ultimate Hand Pump
miscutils:mobessence, Mob Essence Cell
miscutils:itemPlateClay, Clay Plate
miscutils:itemPlateDoubleClay, Double Clay Plate
miscutils:IndustrialDiamondExquisite, Exquisite Industrial Diamond
miscutils:itemSpringCelestialTungsten, Celestial Tungsten Spring
miscutils:itemSpringWhiteMetal, White Metal Spring
miscutils:itemSpringNitinol60, Nitinol 60 Spring
miscutils:itemSpringWatertightSteel, Watertight Steel Spring
miscutils:itemSpringEglinSteel, Eglin Steel Spring
